,text,user,location,label,Hash words
501,"10 ασθενείς έχουν νοσήσει κορονοϊό, έχουν διακομιστεί νοσοκομείο",Thes_Portal,Θεσσαλονίκη,1,#κορονοιος
502,κορονοϊός: συναγερμός πειραιά - περισσότερα 70 κρούσματα ιδιωτική κλινική,melodylover99,"Athens, Dublin",1,No hashtags
503,κορονοϊός: τουλάχιστον 70 κρούσματα ιδιωτική κλινική πειραιά (video),altsantirigr,"Athens,Greece",1,No hashtags
504,κορονοϊός: πάνω 70 κρούσματα ιδιωτική κλινική πειραιά,tromaktiko_blog,Athens,1,No hashtags
505,κορονοϊός: συναγερμός πειραιά - περισσότερα 70 κρούσματα ιδιωτική κλινική,enikos_gr,Greece,1,No hashtags
506,κορονοϊός: δεκάδες κρούσματα ιδιωτική κλινική,anasili,greece,1,#Ant1news
507,κορονοϊός: πάνω 70 κρούσματα ιδιωτική κλινική πειραιά,NikosPachilas,Αthens/Monte Carlo/Nice/Paris,1,No hashtags
508,κορονοϊός: πάνω 70 κρούσματα ιδιωτική κλινική πειραιά,RealTime_eu,"Greece, France, New York, MC.",1,No hashtags
509,"νομίζω μάλλον έχω πολύ μυστήριο θανατηφόρο “κάτι” αλλά ‘ντάξει είναι κορονοϊός, τσέκαρα βότκα.",artlio,Rethymno,1,No hashtags
510,κορονοϊός: δεκάδες κρούσματα ιδιωτική κλινική,AntennaNews,Greece,1,#Ant1news
511,κορονοϊός: πάνω 70 κρούσματα ιδιωτική κλινική πειραιά,ethnosgr,2ο χλμ. Μαρκοπούλου - Παιανίας,1,No hashtags
512,κορονοϊός: θετικός ιό μανώλης κονταρός - Η ανάρτησή social medium,enikos_gr,Greece,1,No hashtags
513,κορονοϊός αργολίδα: διψήφιος πάλι αριθμός κρουσμάτων.,argolida,argolida,1,No hashtags
514,"σχολεία ελλάδα γίνετε έλα δεις γονείς, παιδιά μετάδοση πανδημίας#…",medbetlob,Μελίκη Επαρχία Ικονίου Τουρκία,1,No hashtags
515,εύβοια – κορονοϊός: «έσβησε» 97χρονος – ήταν σπίτι καραντίνα (pics),DIOGENISCHARALA,KAVALA,1,No hashtags
516,κορονοϊός: “μπαμ” έβρο 40 επιβεβαιωμένα κρούσματα ανακοίνωσε εοδυ λίγο,Evros_News,,1,No hashtags
517,κορονοϊός: 10 νέα κρούσματα μεσσηνία - γεωγραφική κατανομή,eforigi,,1,No hashtags
518,κορονοϊός: «βράζει» κέντρο αθήνας πειραιάς κρούσματα,ethnosgr,2ο χλμ. Μαρκοπούλου - Παιανίας,1,No hashtags
519,"κορονοϊός: ""έκρηξη"" κρουσμάτων ηλεία - 31 ανακοίνωσε εοδυ: τον τετραψήφιο αριθμό έφτασαν κρούσματα κορονο…",IlidakamposG,ΑΜΑΛΙΑΔΑ ΗΛΕΙΑΣ,1,No hashtags
520,κορονοϊός: 2 νέα κρούσματα κεφαλονιά,inkefaloniagr,"Kefalonia, Greece",1,No hashtags
521,πήγα πρώτη φορά πεδιον άρεως... έπαθα σοκ! λες γινόταν διαδήλωση... χιλιάδες κόσμου πάνω…,agnwstos_x_,Ελλάς,1,No hashtags
522,"όπως αναφέραμε νωρίτερα πρωί, νάξο εντοπίστηκαν διψήφιος αριθμών θετικών κρουσμάτων κορονοϊό, στην…",Islandpressgr,"Νάξος, Ελλάς",1,No hashtags
523,κορονοϊός (23/2): 11 νέα κρούσματα χίο μέσω,patridachios,"Χίος, Ελλάς",1,No hashtags
524,"κορονοϊός (23/2): ανακοινώθηκαν 17 νέα κρούσματα αργολίδα, 2.147 χώρα μέσω",argolika_gr,Argolida,1,No hashtags
525,"""ματώνει"" κορονοϊός αχαϊα - σόκ 121 νέα κρούσματα - 182 συνολικά δυτ. ελλάδα -",PatrasTimes,,1,No hashtags
526,"κορονοϊός: 20 κρούσματα γιάννενα,12 άρτα,11 θεσπρωτία 8 πρέβεζα357 διασωληνωμένοι, 22 θάνα…",epirusgate,,1,No hashtags
527,συναγερμός λόγω κορονοϊού δήμο λοκρών φθιώτιδας: εισήγηση τοπικό lockdown#λοκνταουν,newsbeast,"Athens, Greece",1,#λοκνταουν3…
528,αθλητισμος¨ volley leagu γυναικών: αναβλήθηκαν πορφύρας-αεκ θέτιδα-παοκ: volley leagu γυναικών: αναβλήθηκα…,ioannina24,Ioannina,1,No hashtags
529,κορονοϊός: εκτός ελέγχου δήμος λοκρών – έρχεται αυστηρό lockdown μαλεσίνα,eretikos_gr,,1,#lockdown2021 #lockdown #Covid_19…
530,κορονοϊός: «βράζει» μαλεσίνα – ολοταχώς «σκληρό» lockdown,tromaktiko_blog,Athens,1,No hashtags
531,"αρνήθηκε φύγει πλευρό συζύγου του, έπασχε πέθανε covid-19",newsbeast,"Athens, Greece",1,"#κορονοιος,"
532,κορονοϊός: συναγερμός νέα κρούσματα ογκολογική κλινική βενιζέλειου -,coffeeradiogr,Greece,1,No hashtags
533,θεσσαλονίκη - κορονοϊός: καμπανάκι αύξηση ασθενών ιδιώτες γιατρούς,ilialive_gr,ilia greece,1,No hashtags
534,κορονοϊός: κρούσμα εκπαιδευτικό 4ου δημοτικού σχολείου καβάλας. ανησυχούν γονείς μαθητών…,kavalapostgr,"Kavala, Greece",1,No hashtags
535,"σχολεία ελλάδα γίνετε έλα δεις γονείς, παιδιά μετάδοση πανδημίας#…",Mariakonj,Κρήτη μου όμορφο νησί!,1,No hashtags
536,κορονοϊός - διδυμότειχο: συναγερμός κρούσματα σχολή αστυφυλάκων,NChatzinikolaou,Athens-Greece,1,No hashtags
537,"στο νοσοκομείο δύο μωρά 22 25 ημερών, εντατική",newsbeast,"Athens, Greece",1,#κορονοιος
538,ελλαδα-κοσμος κορονοϊός - διδυμότειχο: συναγερμός κρούσματα σχολή αστυφυλάκων: Σε συναγερμό έχουν τεθεί οι…,ioannina24,Ioannina,1,No hashtags
539,κορονοϊός: νέος συναγερμός βενιζέλειο,AntennaNews,Greece,1,No hashtags
540,κορονοϊός - διδυμότειχο: συναγερμός κρούσματα σχολή αστυφυλάκων,bdf1743650df479,θεσσαλονκη,1,No hashtags
541,κορονοϊός - διδυμότειχο: συναγερμός κρούσματα σχολή αστυφυλάκων,enikos_gr,Greece,1,No hashtags
542,"ελλαδα-κοσμος κορονοϊός: αγωνία δύο βρέφη 22 25 ημερών - στην εντατική ένα: αγωνία δύο βρέφη, μόλις…",ioannina24,Ioannina,1,No hashtags
543,θεσσαλονίκη - κορονοϊός: καμπανάκι αύξηση ασθενών ιδιώτες γιατρούς,ethnosgr,2ο χλμ. Μαρκοπούλου - Παιανίας,1,No hashtags
544,κορονοϊός: Κι άλλο βρέφος νοσοκομείο,AntennaNews,Greece,1,#Ant1news
545,κορονοϊός: αγωνία δύο βρέφη 22 25 ημερών - στην εντατική,NChatzinikolaou,Athens-Greece,1,No hashtags
546,κορονοϊός: αγωνία δύο βρέφη θετικά ιό αθήνα πάτρα - διασωληνωμένο -,newsbombgr,,1,No hashtags
547,κορονοϊός: αγωνία δύο βρέφη 22 25 ημερών - στην εντατική,enikos_gr,Greece,1,No hashtags
548,κλείνει Α’ τάξη λυκείου πελασγίας λόγω κρούσματος κορονοϊού – αναστάτωση δήμο λοκρών,mag24gr,"Lamia,Greece",1,#mag24gr…
549,"πάτρα: Ο κορονοϊός επιτίθεται ιδρύματα πόλης - κρούσματα ""κιβωτό αγάπης"" -…",DeteGrPatras,"Patras, Greece",1,No hashtags
550,κορονοϊός :που εντοπίζονται 5 κρούσματα βοιωτία όλη στερεά:,kliknews_gr,Ελλάς,1,No hashtags
551,"έχετε υπόψιν ότι σάμο, θάσο, κεφαλλονιά, λευκάδα, κρήτη λοιπά νησιά γίνεται χαμός κρούσματα αφήνουν έτσι γ…",kontopris,Ελλάς,1,No hashtags
552,"έχετε υπόψιν ότι σάμο, θάσο, κεφαλλονιά, λευκάδα, κρήτη λοιπά νησιά γίνεται χαμός κρούσματα αφήνουν…",Mama_June_81,,1,No hashtags
553,κορονοϊός: Με 3 νέα κρούσματα σήμερα κως “χάρτη διασποράς” – Η κάλυμνος 7 6 ρόδος - 24 άνθρωποι έ…,periodikonisos,Kos,1,No hashtags
554,"κορονοϊός, καβάλα: «κλειστά» 2 σχολεία πάνω 15 τμήματα λόγω κρουσμάτων [λίστα]…",kavalapostgr,"Kavala, Greece",1,No hashtags
555,κορονοϊός: ζητούν κλείσιμο όλων σχολικών μονάδων σάμο δήμαρχοι νησιού,eretikos_gr,,1,#κορονοιος #κρουσματα…
556,κορονοϊός: Σε «καραντίνα» μπαίνει 2ο γενικό λύκειο καβάλας#kavalapost,kavalapostgr,"Kavala, Greece",1,#kavala
557,κορονοϊός : ακόμα 5 κρούσματα ηλεία: Η αττική συνεχίζει να... οδηγεί κούρσα κρουσμάτων ιδιαίτερα υψηλούς…,2jkeg18On2y4aqw,Αμαλιαδα Ηλείας,1,No hashtags
558,"κορονοϊός: 9χρονος σοβαρή κατάσταση αγλαΐα κυριακού: όσο αυξάνονται κρούσματα παιδιά, τόσο φαίνεται ότι αυξ…",2jkeg18On2y4aqw,Αμαλιαδα Ηλείας,1,No hashtags
559,"Η θετικότητα 8,63%. μεγάλη προσοχή!",Kiriaki03664489,athens,1,#κορονοϊός #κρούσματα
560,"Τα νέα εργαστηριακά επιβεβαιωμένα κρούσματα νόσου καταγράφηκαν τελευταίες 24 ώρες είναι 880, οπο…",xartimolivi_gr, Ν. Πιερίας,1,No hashtags
561,Τα 38 κρούσματα στερεάς “μοιράζονται” πέντε νομούς,mag24gr,"Lamia,Greece",1,#mag24gr #Στερεά #κορονοιος
562,"Η θετικότητα 8,63%. μεγάλη προσοχή!",x_xrhstos,"Πύργος, Ελλάς",1,#κορονοϊός #κρούσματα
563,κορονοϊός: συναγερμός φυλακές κορυδαλλού - Σε καραντίνα δύο πτέρυγες -,irafinagr,,1,No hashtags
564,"22/02/21 -  νέα +6 (3,83*)ρ: +10 (11,68*)η: +14 (4,58*)λ: +2 (2,65*)*#cases100kε…",xoristrastimesi,,1,#Κρήτη: #κρουσματαΧ:
565,κορονοϊός : ακόμα 5 κρούσματα ηλεία: Η αττική συνεχίζει να... οδηγεί κούρσα κρουσμάτων ιδιαίτερα υψ…,IlidakamposG,ΑΜΑΛΙΑΔΑ ΗΛΕΙΑΣ,1,No hashtags
566,κορονοϊός: 24 νεκροί 24 ώρες | 3 κρούσματα μαγνησία | κανένα κρούσμα Β. σποράδες μέσω,skiathoslife,,1,No hashtags
567,κορονοϊός: αυξήθηκαν κρούσματα φυλακές αγίου στεφάνου - έντονη ανησυχία (βίντεο) -,irafinagr,,1,No hashtags
568,κορονοϊός: διασωληνώθηκε βρέφος 20 ημερών,gynaikesmegoves,"Attiki, Greece",1,No hashtags
569,κορονοϊός αργολίδα: δέκα νέα κρούσματα.,argolida,argolida,1,No hashtags
570,κορονοϊός (22/2): ανακοινώθηκαν 10 νέα κρούσματα αργολίδα μέσω,argolika_gr,Argolida,1,No hashtags
571,[news]: κορονοϊός: συναγερμός αγιάσο λέσβου 20 κρούσματα,multinewsgr,,1,No hashtags
572,αυξήθηκαν κρούσματα φυλακές αγίου στεφάνου – μεγάλη ανησυχία υπαλλήλους#κορονοιος,newsbeast,"Athens, Greece",1,No hashtags
573,Ο κορονοϊός δημιουργεί παραισθήσεις;,JHRoss,"London, England",1,#paobc
574,έκτακτη συνέντευξη τύπου 24 φλεβάρη αφορμή θάνατο εργαζόμενου super market κορονοϊό συρροή…,friendsofmisery,,1,No hashtags
575,κορονοϊός: συναγερμός ολυμπιακό – πέντε νέα κρούσματα – –,ASTRATV1,Volos,1,No hashtags
576,Ο σύλλογος εμποροϋπαλλήλων αθήνας 1 εβδομάδα είχε αναφερθεί νέου αύξηση κρουσμάτων καταστήματα super ma…,Doc_Who0,,1,No hashtags
577,Η αμήχανη στιγμή που:η θεία πιστεύει βγαίνει θετική!η θεία έλεγε βλακα φοράω μ…,marakioriginal,,1,#κορονοϊός
578,κορονοϊός: βρέφος 20 ημερών διασωληνωμένο μεθ - βιντεο,FilippidouO,"Φιλοθέη, Ελλάς",1,No hashtags
579,ελλαδα-κοσμος κορονοϊός: βρέφος 20 ημερών διασωληνωμένο μεθ - βιντεο: βρέφος 20 ημερών νοσηλεύεται διασωληνωμένο…,ioannina24,Ioannina,1,No hashtags
580,κορονοϊός: βρέφος 20 ημερών διασωληνωμένο μεθ - βιντεο,NChatzinikolaou,Athens-Greece,1,No hashtags
581,φυλακές πάτρας – κορονοϊός: δύο κρατούμενοι νοσηλεύονται – Σε καραντίνα 240,DIOGENISCHARALA,KAVALA,1,No hashtags
582,κορονοϊός: βρέφος 20 ημερών διασωληνωμένο μεθ - βιντεο,enikos_gr,Greece,1,No hashtags
